"PrefectureCode","MunicipalityCode","MunicipalityCodeInt","PrefectureJP","PrefectureKana","PrefectureEN","MunicipalityJP","MunicipalityKana","MunicipalityRomaji","MunicipalityEN"
"07","07213",7213,福島県,フクシマケン,Fukushima,伊達市,ダテシ,Date Shi,Date City
"07","07214",7214,福島県,フクシマケン,Fukushima,本宮市,モトミヤシ,Motomiya Shi,Motomiya City
"07","07301",7301,福島県,フクシマケン,Fukushima,伊達郡桑折町,ダテグンコオリマチ,Date Gun Kori Machi,Date District Kori Town
"07","07303",7303,福島県,フクシマケン,Fukushima,伊達郡国見町,ダテグンクニミマチ,Date Gun Kunimi Machi,Date District Kunimi Town
"07","07308",7308,福島県,フクシマケン,Fukushima,伊達郡川俣町,ダテグンカワマタマチ,Date Gun Kawamata Machi,Date District Kawamata Town
"07","07322",7322,福島県,フクシマケン,Fukushima,安達郡大玉村,アダチグンオオタマムラ,Adachi Gun Otama Mura,Adachi District Otama Village
"07","07342",7342,福島県,フクシマケン,Fukushima,岩瀬郡鏡石町,イワセグンカガミイシマチ,Iwase Gun Kagamiishi Machi,Iwase District Kagamiishi Town
"07","07344",7344,福島県,フクシマケン,Fukushima,岩瀬郡天栄村,イワセグンテンエイムラ,Iwase Gun Tenei Mura,Iwase District Tenei Village
"07","07362",7362,福島県,フクシマケン,Fukushima,南会津郡下郷町,ミナミアイヅグンシモゴウマチ,Minamiaizu Gun Shimogo Machi,Minamiaizu District Shimogo Town
"07","07364",7364,福島県,フクシマケン,Fukushima,南会津郡檜枝岐村,ミナミアイヅグンヒノエマタムラ,Minamiaizu Gun Hinoemata Mura,Minamiaizu District Hinoemata Village
"07","07367",7367,福島県,フクシマケン,Fukushima,南会津郡只見町,ミナミアイヅグンタダミマチ,Minamiaizu Gun Tadami Machi,Minamiaizu District Tadami Town
"07","07368",7368,福島県,フクシマケン,Fukushima,南会津郡南会津町,ミナミアイヅグンミナミアイヅマチ,Minamiaizu Gun Minamiaizu Machi,Minamiaizu District Minamiaizu Town
"07","07402",7402,福島県,フクシマケン,Fukushima,耶麻郡北塩原村,ヤマグンキタシオバラムラ,Yama Gun Kitashiobara Mura,Yama District Kitashiobara Village
"07","07405",7405,福島県,フクシマケン,Fukushima,耶麻郡西会津町,ヤマグンニシアイヅマチ,Yama Gun Nishiaizu Machi,Yama District Nishiaizu Town
"07","07407",7407,福島県,フクシマケン,Fukushima,耶麻郡磐梯町,ヤマグンバンダイマチ,Yama Gun Bandai Machi,Yama District Bandai Town
"07","07408",7408,福島県,フクシマケン,Fukushima,耶麻郡猪苗代町,ヤマグンイナワシロマチ,Yama Gun Inawashiro Machi,Yama District Inawashiro Town
"07","07421",7421,福島県,フクシマケン,Fukushima,河沼郡会津坂下町,カワヌマグンアイヅバンゲマチ,Kawanuma Gun Aizubange Machi,Kawanuma District Aizubange Town
"07","07422",7422,福島県,フクシマケン,Fukushima,河沼郡湯川村,カワヌマグンユガワムラ,Kawanuma Gun Yugawa Mura,Kawanuma District Yugawa Village
"07","07423",7423,福島県,フクシマケン,Fukushima,河沼郡柳津町,カワヌマグンヤナイヅマチ,Kawanuma Gun Yanaizu Machi,Kawanuma District Yanaizu Town
"07","07444",7444,福島県,フクシマケン,Fukushima,大沼郡三島町,オオヌマグンミシママチ,Onuma Gun Mishima Machi,Onuma District Mishima Town
"07","07445",7445,福島県,フクシマケン,Fukushima,大沼郡金山町,オオヌマグンカネヤママチ,Onuma Gun Kaneyama Machi,Onuma District Kaneyama Town
"07","07446",7446,福島県,フクシマケン,Fukushima,大沼郡昭和村,オオヌマグンショウワムラ,Onuma Gun Showa Mura,Onuma District Showa Village
"07","07447",7447,福島県,フクシマケン,Fukushima,大沼郡会津美里町,オオヌマグンアイヅミサトマチ,Onuma Gun Aizumisato Machi,Onuma District Aizumisato Town
"07","07461",7461,福島県,フクシマケン,Fukushima,西白河郡西郷村,ニシシラカワグンニシゴウムラ,Nishishirakawa Gun Nishigo Mura,Nishishirakawa District Nishigo Village
"07","07464",7464,福島県,フクシマケン,Fukushima,西白河郡泉崎村,ニシシラカワグンイズミザキムラ,Nishishirakawa Gun Izumizaki Mura,Nishishirakawa District Izumizaki Village
"07","07465",7465,福島県,フクシマケン,Fukushima,西白河郡中島村,ニシシラカワグンナカジマムラ,Nishishirakawa Gun Nakajima Mura,Nishishirakawa District Nakajima Village
"07","07466",7466,福島県,フクシマケン,Fukushima,西白河郡矢吹町,ニシシラカワグンヤブキマチ,Nishishirakawa Gun Yabuki Machi,Nishishirakawa District Yabuki Town
"07","07481",7481,福島県,フクシマケン,Fukushima,東白川郡棚倉町,ヒガシシラカワグンタナグラマチ,Higashishirakawa Gun Tanagura Machi,Higashishirakawa District Tanagura Town
"07","07482",7482,福島県,フクシマケン,Fukushima,東白川郡矢祭町,ヒガシシラカワグンヤマツリマチ,Higashishirakawa Gun Yamatsuri Machi,Higashishirakawa District Yamatsuri Town
"07","07483",7483,福島県,フクシマケン,Fukushima,東白川郡塙町,ヒガシシラカワグンハナワマチ,Higashishirakawa Gun Hanawa Machi,Higashishirakawa District Hanawa Town
"07","07484",7484,福島県,フクシマケン,Fukushima,東白川郡鮫川村,ヒガシシラカワグンサメガワムラ,Higashishirakawa Gun Samegawa Mura,Higashishirakawa District Samegawa Village
"07","07501",7501,福島県,フクシマケン,Fukushima,石川郡石川町,イシカワグンイシカワマチ,Ishikawa Gun Ishikawa Machi,Ishikawa District Ishikawa Town
"07","07502",7502,福島県,フクシマケン,Fukushima,石川郡玉川村,イシカワグンタマカワムラ,Ishikawa Gun Tamakawa Mura,Ishikawa District Tamakawa Village
"07","07503",7503,福島県,フクシマケン,Fukushima,石川郡平田村,イシカワグンヒラタムラ,Ishikawa Gun Hirata Mura,Ishikawa District Hirata Village
"07","07504",7504,福島県,フクシマケン,Fukushima,石川郡浅川町,イシカワグンアサカワマチ,Ishikawa Gun Asakawa Machi,Ishikawa District Asakawa Town
"07","07505",7505,福島県,フクシマケン,Fukushima,石川郡古殿町,イシカワグンフルドノマチ,Ishikawa Gun Furudono Machi,Ishikawa District Furudono Town
"07","07521",7521,福島県,フクシマケン,Fukushima,田村郡三春町,タムラグンミハルマチ,Tamura Gun Miharu Machi,Tamura District Miharu Town
"07","07522",7522,福島県,フクシマケン,Fukushima,田村郡小野町,タムラグンオノマチ,Tamura Gun Ono Machi,Tamura District Ono Town
"07","07541",7541,福島県,フクシマケン,Fukushima,双葉郡広野町,フタバグンヒロノマチ,Futaba Gun Hirono Machi,Futaba District Hirono Town
"07","07542",7542,福島県,フクシマケン,Fukushima,双葉郡楢葉町,フタバグンナラハマチ,Futaba Gun Naraha Machi,Futaba District Naraha Town
"07","07543",7543,福島県,フクシマケン,Fukushima,双葉郡富岡町,フタバグントミオカマチ,Futaba Gun Tomioka Machi,Futaba District Tomioka Town
"07","07544",7544,福島県,フクシマケン,Fukushima,双葉郡川内村,フタバグンカワウチムラ,Futaba Gun Kawauchi Mura,Futaba District Kawauchi Village
"07","07545",7545,福島県,フクシマケン,Fukushima,双葉郡大熊町,フタバグンオオクママチ,Futaba Gun Okuma Machi,Futaba District Okuma Town
"07","07546",7546,福島県,フクシマケン,Fukushima,双葉郡双葉町,フタバグンフタバマチ,Futaba Gun Futaba Machi,Futaba District Futaba Town
"07","07547",7547,福島県,フクシマケン,Fukushima,双葉郡浪江町,フタバグンナミエマチ,Futaba Gun Namie Machi,Futaba District Namie Town
"07","07548",7548,福島県,フクシマケン,Fukushima,双葉郡葛尾村,フタバグンカツラオムラ,Futaba Gun Katsurao Mura,Futaba District Katsurao Village
"07","07561",7561,福島県,フクシマケン,Fukushima,相馬郡新地町,ソウマグンシンチマチ,Soma Gun Shinchi Machi,Soma District Shinchi Town
"07","07564",7564,福島県,フクシマケン,Fukushima,相馬郡飯舘村,ソウマグンイイタテムラ,Soma Gun Iitate Mura,Soma District Iitate Village
"08","08201",8201,茨城県,イバラキケン,Ibaraki,水戸市,ミトシ,Mito Shi,Mito City
"08","08202",8202,茨城県,イバラキケン,Ibaraki,日立市,ヒタチシ,Hitachi Shi,Hitachi City
"08","08203",8203,茨城県,イバラキケン,Ibaraki,土浦市,ツチウラシ,Tsuchiura Shi,Tsuchiura City
"08","08204",8204,茨城県,イバラキケン,Ibaraki,古河市,コガシ,Koga Shi,Koga City
"08","08205",8205,茨城県,イバラキケン,Ibaraki,石岡市,イシオカシ,Ishioka Shi,Ishioka City
"08","08207",8207,茨城県,イバラキケン,Ibaraki,結城市,ユウキシ,Yuki Shi,Yuki City
"08","08208",8208,茨城県,イバラキケン,Ibaraki,龍ヶ崎市,リュウガサキシ,Ryugasaki Shi,Ryugasaki City
"08","08210",8210,茨城県,イバラキケン,Ibaraki,下妻市,シモツマシ,Shimotsuma Shi,Shimotsuma City
"08","08211",8211,茨城県,イバラキケン,Ibaraki,常総市,ジョウソウシ,Joso Shi,Joso City
"08","08212",8212,茨城県,イバラキケン,Ibaraki,常陸太田市,ヒタチオオタシ,Hitachiota Shi,Hitachiota City
"08","08214",8214,茨城県,イバラキケン,Ibaraki,高萩市,タカハギシ,Takahagi Shi,Takahagi City
"08","08215",8215,茨城県,イバラキケン,Ibaraki,北茨城市,キタイバラキシ,Kitaibaraki Shi,Kitaibaraki City
"08","08216",8216,茨城県,イバラキケン,Ibaraki,笠間市,カサマシ,Kasama Shi,Kasama City
"08","08217",8217,茨城県,イバラキケン,Ibaraki,取手市,トリデシ,Toride Shi,Toride City
"08","08219",8219,茨城県,イバラキケン,Ibaraki,牛久市,ウシクシ,Ushiku Shi,Ushiku City
"08","08220",8220,茨城県,イバラキケン,Ibaraki,つくば市,ツクバシ,Tsukuba Shi,Tsukuba City
"08","08221",8221,茨城県,イバラキケン,Ibaraki,ひたちなか市,ヒタチナカシ,Hitachinaka Shi,Hitachinaka City
"08","08222",8222,茨城県,イバラキケン,Ibaraki,鹿嶋市,カシマシ,Kashima Shi,Kashima City
"08","08223",8223,茨城県,イバラキケン,Ibaraki,潮来市,イタコシ,Itako Shi,Itako City
"08","08224",8224,茨城県,イバラキケン,Ibaraki,守谷市,モリヤシ,Moriya Shi,Moriya City
"08","08225",8225,茨城県,イバラキケン,Ibaraki,常陸大宮市,ヒタチオオミヤシ,Hitachiomiya Shi,Hitachiomiya City
"08","08226",8226,茨城県,イバラキケン,Ibaraki,那珂市,ナカシ,Naka Shi,Naka City
"08","08227",8227,茨城県,イバラキケン,Ibaraki,筑西市,チクセイシ,Chikusei Shi,Chikusei City
"08","08228",8228,茨城県,イバラキケン,Ibaraki,坂東市,バンドウシ,Bando Shi,Bando City
"08","08229",8229,茨城県,イバラキケン,Ibaraki,稲敷市,イナシキシ,Inashiki Shi,Inashiki City
"08","08230",8230,茨城県,イバラキケン,Ibaraki,かすみがうら市,カスミガウラシ,Kasumigaura Shi,Kasumigaura City
"08","08231",8231,茨城県,イバラキケン,Ibaraki,桜川市,サクラガワシ,Sakuragawa Shi,Sakuragawa City
"08","08232",8232,茨城県,イバラキケン,Ibaraki,神栖市,カミスシ,Kamisu Shi,Kamisu City
"08","08233",8233,茨城県,イバラキケン,Ibaraki,行方市,ナメガタシ,Namegata Shi,Namegata City
"08","08234",8234,茨城県,イバラキケン,Ibaraki,鉾田市,ホコタシ,Hokota Shi,Hokota City
"08","08235",8235,茨城県,イバラキケン,Ibaraki,つくばみらい市,ツクバミライシ,Tsukubamirai Shi,Tsukubamirai City
"08","08236",8236,茨城県,イバラキケン,Ibaraki,小美玉市,オミタマシ,Omitama Shi,Omitama City
"08","08302",8302,茨城県,イバラキケン,Ibaraki,東茨城郡茨城町,ヒガシイバラキグンイバラキマチ,Higashiibaraki Gun Ibaraki Machi,Higashiibaraki District Ibaraki Town
"08","08309",8309,茨城県,イバラキケン,Ibaraki,東茨城郡大洗町,ヒガシイバラキグンオオアライマチ,Higashiibaraki Gun Oarai Machi,Higashiibaraki District Oarai Town
"08","08310",8310,茨城県,イバラキケン,Ibaraki,東茨城郡城里町,ヒガシイバラキグンシロサトマチ,Higashiibaraki Gun Shirosato Machi,Higashiibaraki District Shirosato Town
"08","08341",8341,茨城県,イバラキケン,Ibaraki,那珂郡東海村,ナカグントウカイムラ,Naka Gun Tokai Mura,Naka District Tokai Village
"08","08364",8364,茨城県,イバラキケン,Ibaraki,久慈郡大子町,クジグンダイゴマチ,Kuji Gun Daigo Machi,Kuji District Daigo Town
"08","08442",8442,茨城県,イバラキケン,Ibaraki,稲敷郡美浦村,イナシキグンミホムラ,Inashiki Gun Miho Mura,Inashiki District Miho Village
"08","08443",8443,茨城県,イバラキケン,Ibaraki,稲敷郡阿見町,イナシキグンアミマチ,Inashiki Gun Ami Machi,Inashiki District Ami Town
"08","08447",8447,茨城県,イバラキケン,Ibaraki,稲敷郡河内町,イナシキグンカワチマチ,Inashiki Gun Kawachi Machi,Inashiki District Kawachi Town
"08","08521",8521,茨城県,イバラキケン,Ibaraki,結城郡八千代町,ユウキグンヤチヨマチ,Yuki Gun Yachiyo Machi,Yuki District Yachiyo Town
"08","08542",8542,茨城県,イバラキケン,Ibaraki,猿島郡五霞町,サシマグンゴカマチ,Sashima Gun Goka Machi,Sashima District Goka Town
"08","08546",8546,茨城県,イバラキケン,Ibaraki,猿島郡境町,サシマグンサカイマチ,Sashima Gun Sakai Machi,Sashima District Sakai Town
"08","08564",8564,茨城県,イバラキケン,Ibaraki,北相馬郡利根町,キタソウマグントネマチ,Kitasoma Gun Tone Machi,Kitasoma District Tone Town
"09","09201",9201,栃木県,トチギケン,Tochigi,宇都宮市,ウツノミヤシ,Utsunomiya Shi,Utsunomiya City
"09","09202",9202,栃木県,トチギケン,Tochigi,足利市,アシカガシ,Ashikaga Shi,Ashikaga City
"09","09203",9203,栃木県,トチギケン,Tochigi,栃木市,トチギシ,Tochigi Shi,Tochigi City
"09","09204",9204,栃木県,トチギケン,Tochigi,佐野市,サノシ,Sano Shi,Sano City
"09","09205",9205,栃木県,トチギケン,Tochigi,鹿沼市,カヌマシ,Kanuma Shi,Kanuma City
"09","09206",9206,栃木県,トチギケン,Tochigi,日光市,ニッコウシ,Nikko Shi,Nikko City
"09","09208",9208,栃木県,トチギケン,Tochigi,小山市,オヤマシ,Oyama Shi,Oyama City
"09","09209",9209,栃木県,トチギケン,Tochigi,真岡市,モオカシ,Moka Shi,Moka City
"09","09210",9210,栃木県,トチギケン,Tochigi,大田原市,オオタワラシ,Otawara Shi,Otawara City
"09","09211",9211,栃木県,トチギケン,Tochigi,矢板市,ヤイタシ,Yaita Shi,Yaita City
"09","09213",9213,栃木県,トチギケン,Tochigi,那須塩原市,ナスシオバラシ,Nasushiobara Shi,Nasushiobara City
"09","09214",9214,栃木県,トチギケン,Tochigi,さくら市,サクラシ,Sakura Shi,Sakura City
"09","09215",9215,栃木県,トチギケン,Tochigi,那須烏山市,ナスカラスヤマシ,Nasukarasuyama Shi,Nasukarasuyama City
"09","09216",9216,栃木県,トチギケン,Tochigi,下野市,シモツケシ,Shimotsuke Shi,Shimotsuke City
"09","09301",9301,栃木県,トチギケン,Tochigi,河内郡上三川町,カワチグンカミノカワマチ,Kawachi Gun Kaminokawa Machi,Kawachi District Kaminokawa Town
"09","09342",9342,栃木県,トチギケン,Tochigi,芳賀郡益子町,ハガグンマシコマチ,Haga Gun Mashiko Machi,Haga District Mashiko Town
"09","09343",9343,栃木県,トチギケン,Tochigi,芳賀郡茂木町,ハガグンモテギマチ,Haga Gun Motegi Machi,Haga District Motegi Town
"09","09344",9344,栃木県,トチギケン,Tochigi,芳賀郡市貝町,ハガグンイチカイマチ,Haga Gun Ichikai Machi,Haga District Ichikai Town
"09","09345",9345,栃木県,トチギケン,Tochigi,芳賀郡芳賀町,ハガグンハガマチ,Haga Gun Haga Machi,Haga District Haga Town
"09","09361",9361,栃木県,トチギケン,Tochigi,下都賀郡壬生町,シモツガグンミブマチ,Shimotsuga Gun Mibu Machi,Shimotsuga District Mibu Town
"09","09364",9364,栃木県,トチギケン,Tochigi,下都賀郡野木町,シモツガグンノギマチ,Shimotsuga Gun Nogi Machi,Shimotsuga District Nogi Town
"09","09384",9384,栃木県,トチギケン,Tochigi,塩谷郡塩谷町,シオヤグンシオヤマチ,Shioya Gun Shioya Machi,Shioya District Shioya Town
"09","09386",9386,栃木県,トチギケン,Tochigi,塩谷郡高根沢町,シオヤグンタカネザワマチ,Shioya Gun Takanezawa Machi,Shioya District Takanezawa Town
"09","09407",9407,栃木県,トチギケン,Tochigi,那須郡那須町,ナスグンナスマチ,Nasu Gun Nasu Machi,Nasu District Nasu Town
"09","09411",9411,栃木県,トチギケン,Tochigi,那須郡那珂川町,ナスグンナカガワマチ,Nasu Gun Nakagawa Machi,Nasu District Nakagawa Town
"10","10201",10201,群馬県,グンマケン,Gumma,前橋市,マエバシシ,Maebashi Shi,Maebashi City
"10","10202",10202,群馬県,グンマケン,Gumma,高崎市,タカサキシ,Takasaki Shi,Takasaki City
"10","10203",10203,群馬県,グンマケン,Gumma,桐生市,キリュウシ,Kiryu Shi,Kiryu City
"10","10204",10204,群馬県,グンマケン,Gumma,伊勢崎市,イセサキシ,Isesaki Shi,Isesaki City
"10","10205",10205,群馬県,グンマケン,Gumma,太田市,オオタシ,Ota Shi,Ota City
"10","10206",10206,群馬県,グンマケン,Gumma,沼田市,ヌマタシ,Numata Shi,Numata City
"10","10207",10207,群馬県,グンマケン,Gumma,館林市,タテバヤシシ,Tatebayashi Shi,Tatebayashi City
"10","10208",10208,群馬県,グンマケン,Gumma,渋川市,シブカワシ,Shibukawa Shi,Shibukawa City
"10","10209",10209,群馬県,グンマケン,Gumma,藤岡市,フジオカシ,Fujioka Shi,Fujioka City
"10","10210",10210,群馬県,グンマケン,Gumma,富岡市,トミオカシ,Tomioka Shi,Tomioka City
"10","10211",10211,群馬県,グンマケン,Gumma,安中市,アンナカシ,Annaka Shi,Annaka City
"10","10212",10212,群馬県,グンマケン,Gumma,みどり市,ミドリシ,Midori Shi,Midori City
"10","10344",10344,群馬県,グンマケン,Gumma,北群馬郡榛東村,キタグンマグンシントウムラ,Kitagumma Gun Shinto Mura,Kitagumma District Shinto Village
"10","10345",10345,群馬県,グンマケン,Gumma,北群馬郡吉岡町,キタグンマグンヨシオカマチ,Kitagumma Gun Yoshioka Machi,Kitagumma District Yoshioka Town
"10","10366",10366,群馬県,グンマケン,Gumma,多野郡上野村,タノグンウエノムラ,Tano Gun Ueno Mura,Tano District Ueno Village
"10","10367",10367,群馬県,グンマケン,Gumma,多野郡神流町,タノグンカンナマチ,Tano Gun Kanna Machi,Tano District Kanna Town
"10","10382",10382,群馬県,グンマケン,Gumma,甘楽郡下仁田町,カンラグンシモニタマチ,Kanra Gun Shimonita Machi,Kanra District Shimonita Town
"10","10383",10383,群馬県,グンマケン,Gumma,甘楽郡南牧村,カンラグンナンモクムラ,Kanra Gun Nammoku Mura,Kanra District Nammoku Village
"10","10384",10384,群馬県,グンマケン,Gumma,甘楽郡甘楽町,カンラグンカンラマチ,Kanra Gun Kanra Machi,Kanra District Kanra Town
"10","10421",10421,群馬県,グンマケン,Gumma,吾妻郡中之条町,アガツマグンナカノジョウマチ,Agatsuma Gun Nakanojo Machi,Agatsuma District Nakanojo Town
"10","10424",10424,群馬県,グンマケン,Gumma,吾妻郡長野原町,アガツマグンナガノハラマチ,Agatsuma Gun Naganohara Machi,Agatsuma District Naganohara Town
"10","10425",10425,群馬県,グンマケン,Gumma,吾妻郡嬬恋村,アガツマグンツマゴイムラ,Agatsuma Gun Tsumagoi Mura,Agatsuma District Tsumagoi Village
"10","10426",10426,群馬県,グンマケン,Gumma,吾妻郡草津町,アガツマグンクサツマチ,Agatsuma Gun Kusatsu Machi,Agatsuma District Kusatsu Town
"10","10428",10428,群馬県,グンマケン,Gumma,吾妻郡高山村,アガツマグンタカヤマムラ,Agatsuma Gun Takayama Mura,Agatsuma District Takayama Village
"10","10429",10429,群馬県,グンマケン,Gumma,吾妻郡東吾妻町,アガツマグンヒガシアガツママチ,Agatsuma Gun Higashiagatsuma Machi,Agatsuma District Higashiagatsuma Town
"10","10443",10443,群馬県,グンマケン,Gumma,利根郡片品村,トネグンカタシナムラ,Tone Gun Katashina Mura,Tone District Katashina Village
"10","10444",10444,群馬県,グンマケン,Gumma,利根郡川場村,トネグンカワバムラ,Tone Gun Kawaba Mura,Tone District Kawaba Village
"10","10448",10448,群馬県,グンマケン,Gumma,利根郡昭和村,トネグンショウワムラ,Tone Gun Showa Mura,Tone District Showa Village
"10","10449",10449,群馬県,グンマケン,Gumma,利根郡みなかみ町,トネグンミナカミマチ,Tone Gun Minakami Machi,Tone District Minakami Town
"10","10464",10464,群馬県,グンマケン,Gumma,佐波郡玉村町,サワグンタマムラマチ,Sawa Gun Tamamura Machi,Sawa District Tamamura Town
"10","10521",10521,群馬県,グンマケン,Gumma,邑楽郡板倉町,オウラグンイタクラマチ,Ora Gun Itakura Machi,Ora District Itakura Town
"10","10522",10522,群馬県,グンマケン,Gumma,邑楽郡明和町,オウラグンメイワマチ,Ora Gun Meiwa Machi,Ora District Meiwa Town
"10","10523",10523,群馬県,グンマケン,Gumma,邑楽郡千代田町,オウラグンチヨダマチ,Ora Gun Chiyoda Machi,Ora District Chiyoda Town
"10","10524",10524,群馬県,グンマケン,Gumma,邑楽郡大泉町,オウラグンオオイズミマチ,Ora Gun Oizumi Machi,Ora District Oizumi Town
"10","10525",10525,群馬県,グンマケン,Gumma,邑楽郡邑楽町,オウラグンオウラマチ,Ora Gun Ora Machi,Ora District Ora Town
"11","11101",11101,埼玉県,サイタマケン,Saitama,さいたま市西区,サイタマシニシク,Saitama Shi Nishi Ku,"Nishi Ward,Saitama City"
"11","11102",11102,埼玉県,サイタマケン,Saitama,さいたま市北区,サイタマシキタク,Saitama Shi Kita Ku,"Kita Ward,Saitama City"
"11","11103",11103,埼玉県,サイタマケン,Saitama,さいたま市大宮区,サイタマシオオミヤク,Saitama Shi Omiya Ku,"Omiya Ward,Saitama City"
"11","11104",11104,埼玉県,サイタマケン,Saitama,さいたま市見沼区,サイタマシミヌマク,Saitama Shi Minuma Ku,"Minuma Ward,Saitama City"
"11","11105",11105,埼玉県,サイタマケン,Saitama,さいたま市中央区,サイタマシチュウオウク,Saitama Shi Chuo Ku,"Chuo Ward,Saitama City"
"11","11106",11106,埼玉県,サイタマケン,Saitama,さいたま市桜区,サイタマシサクラク,Saitama Shi Sakura Ku,"Sakura Ward,Saitama City"
"11","11107",11107,埼玉県,サイタマケン,Saitama,さいたま市浦和区,サイタマシウラワク,Saitama Shi Urawa Ku,"Urawa Ward,Saitama City"
"11","11108",11108,埼玉県,サイタマケン,Saitama,さいたま市南区,サイタマシミナミク,Saitama Shi Minami Ku,"Minami Ward,Saitama City"
"11","11109",11109,埼玉県,サイタマケン,Saitama,さいたま市緑区,サイタマシミドリク,Saitama Shi Midori Ku,"Midori Ward,Saitama City"
"11","11110",11110,埼玉県,サイタマケン,Saitama,さいたま市岩槻区,サイタマシイワツキク,Saitama Shi Iwatsuki Ku,"Iwatsuki Ward,Saitama City"
"11","11201",11201,埼玉県,サイタマケン,Saitama,川越市,カワゴエシ,Kawagoe Shi,Kawagoe City
"11","11202",11202,埼玉県,サイタマケン,Saitama,熊谷市,クマガヤシ,Kumagaya Shi,Kumagaya City
"11","11203",11203,埼玉県,サイタマケン,Saitama,川口市,カワグチシ,Kawaguchi Shi,Kawaguchi City
"11","11206",11206,埼玉県,サイタマケン,Saitama,行田市,ギョウダシ,Gyoda Shi,Gyoda City
"11","11207",11207,埼玉県,サイタマケン,Saitama,秩父市,チチブシ,Chichibu Shi,Chichibu City
"11","11208",11208,埼玉県,サイタマケン,Saitama,所沢市,トコロザワシ,Tokorozawa Shi,Tokorozawa City
"11","11209",11209,埼玉県,サイタマケン,Saitama,飯能市,ハンノウシ,Hanno Shi,Hanno City
"11","11210",11210,埼玉県,サイタマケン,Saitama,加須市,カゾシ,Kazo Shi,Kazo City
"11","11211",11211,埼玉県,サイタマケン,Saitama,本庄市,ホンジョウシ,Honjo Shi,Honjo City
"11","11212",11212,埼玉県,サイタマケン,Saitama,東松山市,ヒガシマツヤマシ,Higashimatsuyama Shi,Higashimatsuyama City
"11","11214",11214,埼玉県,サイタマケン,Saitama,春日部市,カスカベシ,Kasukabe Shi,Kasukabe City
"11","11215",11215,埼玉県,サイタマケン,Saitama,狭山市,サヤマシ,Sayama Shi,Sayama City
"11","11216",11216,埼玉県,サイタマケン,Saitama,羽生市,ハニュウシ,Hanyu Shi,Hanyu City
"11","11217",11217,埼玉県,サイタマケン,Saitama,鴻巣市,コウノスシ,Konosu Shi,Konosu City
"11","11218",11218,埼玉県,サイタマケン,Saitama,深谷市,フカヤシ,Fukaya Shi,Fukaya City
"11","11219",11219,埼玉県,サイタマケン,Saitama,上尾市,アゲオシ,Ageo Shi,Ageo City
"11","11221",11221,埼玉県,サイタマケン,Saitama,草加市,ソウカシ,Soka Shi,Soka City
"11","11222",11222,埼玉県,サイタマケン,Saitama,越谷市,コシガヤシ,Koshigaya Shi,Koshigaya City
"11","11223",11223,埼玉県,サイタマケン,Saitama,蕨市,ワラビシ,Warabi Shi,Warabi City
"11","11224",11224,埼玉県,サイタマケン,Saitama,戸田市,トダシ,Toda Shi,Toda City
"11","11225",11225,埼玉県,サイタマケン,Saitama,入間市,イルマシ,Iruma Shi,Iruma City
"11","11227",11227,埼玉県,サイタマケン,Saitama,朝霞市,アサカシ,Asaka Shi,Asaka City
"11","11228",11228,埼玉県,サイタマケン,Saitama,志木市,シキシ,Shiki Shi,Shiki City
"11","11229",11229,埼玉県,サイタマケン,Saitama,和光市,ワコウシ,Wako Shi,Wako City
"11","11230",11230,埼玉県,サイタマケン,Saitama,新座市,ニイザシ,Niiza Shi,Niiza City
"11","11231",11231,埼玉県,サイタマケン,Saitama,桶川市,オケガワシ,Okegawa Shi,Okegawa City
"11","11232",11232,埼玉県,サイタマケン,Saitama,久喜市,クキシ,Kuki Shi,Kuki City
"11","11233",11233,埼玉県,サイタマケン,Saitama,北本市,キタモトシ,Kitamoto Shi,Kitamoto City
"11","11234",11234,埼玉県,サイタマケン,Saitama,八潮市,ヤシオシ,Yashio Shi,Yashio City
"11","11235",11235,埼玉県,サイタマケン,Saitama,富士見市,フジミシ,Fujimi Shi,Fujimi City
"11","11237",11237,埼玉県,サイタマケン,Saitama,三郷市,ミサトシ,Misato Shi,Misato City
"11","11238",11238,埼玉県,サイタマケン,Saitama,蓮田市,ハスダシ,Hasuda Shi,Hasuda City
"11","11239",11239,埼玉県,サイタマケン,Saitama,坂戸市,サカドシ,Sakado Shi,Sakado City
"11","11240",11240,埼玉県,サイタマケン,Saitama,幸手市,サッテシ,Satte Shi,Satte City
"11","11241",11241,埼玉県,サイタマケン,Saitama,鶴ヶ島市,ツルガシマシ,Tsurugashima Shi,Tsurugashima City
"11","11242",11242,埼玉県,サイタマケン,Saitama,日高市,ヒダカシ,Hidaka Shi,Hidaka City
"11","11243",11243,埼玉県,サイタマケン,Saitama,吉川市,ヨシカワシ,Yoshikawa Shi,Yoshikawa City
"11","11245",11245,埼玉県,サイタマケン,Saitama,ふじみ野市,フジミノシ,Fujimino Shi,Fujimino City
"11","11246",11246,埼玉県,サイタマケン,Saitama,白岡市,シラオカシ,Shiraoka Shi,Shiraoka City
"11","11301",11301,埼玉県,サイタマケン,Saitama,北足立郡伊奈町,キタアダチグンイナマチ,Kitaadachi Gun Ina Machi,Kitaadachi District Ina Town
"11","11324",11324,埼玉県,サイタマケン,Saitama,入間郡三芳町,イルマグンミヨシマチ,Iruma Gun Miyoshi Machi,Iruma District Miyoshi Town
